metal log(age) mass
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
0.02700 9.45250 10000.00000
